nspname|proname|args|prosecdef|cfg|anon_x|auth_x|svc_x
public|dp_ocorrencia_analisar|_ocorrencia_id uuid, _status dp_ocorrencia_analise_status, _observacao text|t|search_path=public|f|t|t
public|dp_ocorrencia_atestado_aplicar|_solicitacao_id uuid|t|search_path=public|f|t|t
public|dp_ocorrencia_cancelar|_ocorrencia_id uuid, _motivo text|t|search_path=public|f|t|t
public|dp_ocorrencia_classificar|_ocorrencia_id uuid, _impacta_assiduidade dp_ocorrencia_impacto, _impacta_ferias dp_ocorrencia_impacto|t|search_path=public|f|t|t
public|dp_ocorrencia_cobertura_confirmar|_cobertura_id uuid|t|search_path=public|f|t|t
public|dp_ocorrencia_cobertura_criar|_ocorrencia_id uuid, _substituto_colaborador_id uuid, _mao_de_obra_extra_id uuid, _entrada time without time zone, _saida time without time zone|t|search_path=public|f|t|t
public|dp_ocorrencia_cobertura_decidir|_cobertura_id uuid, _aprovar boolean, _motivo_recusa text|t|search_path=public|f|t|t
public|dp_ocorrencia_complementar|_ocorrencia_id uuid, _texto text|t|search_path=public|f|t|t
public|dp_ocorrencia_config|_company_id uuid|t|search_path=public|f|t|t
public|dp_ocorrencia_confirmar|_ocorrencia_id uuid, _horario_real time without time zone, _justificativa_final text, _confirmar_falta boolean|t|search_path=public|f|t|t
public|dp_ocorrencia_previsto|_colaborador_id uuid, _data date|t|search_path=public|f|t|t
public|dp_ocorrencia_registrar|_colaborador_id uuid, _data date, _tipo dp_ocorrencia_tipo, _justificativa text, _horario_estimado time without time zone, _horario_real time without time zone, _marcacao_alvo dp_ocorrencia_marcacao, _estado dp_ocorrencia_estado, _documento_id uuid|t|search_path=public|f|t|t
public|dp_ocorrencia_tipos_seed|_company_id uuid|t|search_path=public|f|f|t
public|dp_ocorrencia_tipos_seed_on_company||t|search_path=public|f|f|t
public|dp_ocorrencia_tratar|_ocorrencia_id uuid, _decisao text, _observacao text|t|search_path=public|f|t|t
public|dp_ocorrencias_indicadores|_company_id uuid, _inicio date, _fim date, _unidade_id uuid|t|search_path=public|f|t|t
public|dp_operacao_alerta_dispensar|p_company uuid, p_unidade uuid, p_data date, p_previsto integer, p_padrao integer, p_observacao text|t|search_path=public|f|t|t
public|dp_operacao_alerta_reverter|p_company uuid, p_unidade uuid, p_data date|t|search_path=public|f|t|t
public|dp_pessoa_apoio_upsert|p_company_id uuid, p_nome text, p_telefone text, p_tipo text, p_cargo_id uuid, p_unidade_id uuid, p_cpf text, p_genero text, p_data_nascimento date, p_observacao text, p_id uuid|t|search_path=public|f|t|t
public|dp_pessoa_apoio_validar_setor||t|search_path=public|f|f|t
public|dp_pessoa_avulsa_definir_setor_dia|p_avulsa_id uuid, p_acao text, p_setor_id uuid, p_motivo text|t|search_path=public|f|t|t
public|dp_pessoa_avulsa_salvar|p_company uuid, p_id uuid, p_unidade uuid, p_cargo uuid, p_tipo dp_pessoa_avulsa_tipo, p_nome text, p_colaborador uuid, p_cobre uuid, p_cobre_motivo text, p_data_inicio date, p_data_fim date, p_entrada time without time zone, p_saida time without time zone, p_termina boolean, p_observacao text, p_telefone text, p_apoio uuid, p_setor uuid|t|search_path=public|f|t|t
public|dp_pessoa_avulsa_validar_setor||t|search_path=public|f|f|t
public|dp_pode_gerenciar_lixeira|_company_id uuid|t|search_path=public|f|t|t
public|dp_ponto_ajuste_guard||t|search_path=public|f|f|t
public|dp_ponto_guard||t|search_path=public|f|f|t
public|dp_portal_acesso_status|p_colaborador_id uuid|t|search_path=public|f|t|t
public|dp_portal_rotina_dia|p_data date|t|search_path=public|f|t|t
public|dp_portal_token_claim|p_token_id uuid, p_token_hash text, p_purpose text|t|search_path=public|f|f|t
public|dp_portal_token_confirm|p_token_id uuid|t|search_path=public|f|f|t
public|dp_portal_token_release|p_token_id uuid|t|search_path=public|f|f|t
public|dp_preadmissao_anexar_somente|p_preadmissao_id uuid, p_item_id uuid, p_por uuid, p_file_path text, p_file_name text, p_mime_type text, p_file_size bigint|t|search_path=public|f|f|t
public|dp_preadmissao_avaliar_documento|p_preadmissao_id uuid, p_documento_id uuid, p_status text, p_motivo text|t|search_path=public|f|f|t
public|dp_preadmissao_bloquear_delete||t|search_path=public|f|f|t
public|dp_preadmissao_documento_registrar|p_preadmissao_id uuid, p_requisito_codigo text, p_pessoa_id uuid, p_file_path text, p_file_name text, p_mime_type text, p_file_size bigint, p_parte smallint, p_parte_rotulo text|t|search_path=public|f|f|t
public|dp_preadmissao_efetivar|p_preadmissao_id uuid, p_colaborador_id uuid, p_ficha_importacao_item_id uuid, p_data_admissao date|t|search_path=public|f|t|t
public|dp_preadmissao_efetivar_com_ficha|p_preadmissao_id uuid, p_item_id uuid, p_dados jsonb, p_campos text[], p_cargo_id uuid, p_unidade_id uuid, p_setor_id uuid, p_turno_id uuid, p_regime text, p_forma_pagamento text, p_jornada jsonb, p_justificativa text, p_salario numeric, p_data_admissao date|t|search_path=public|f|t|t
public|dp_preadmissao_enviar|p_preadmissao_id uuid, p_estados text[], p_versao_esperada integer|t|search_path=public|f|f|t
public|dp_preadmissao_excluir|_preadmissao_id uuid, _ator uuid, _motivo text, _versao integer|t|search_path=public|f|f|t
public|dp_preadmissao_ficha_oficial_conferir|p_preadmissao_id uuid, p_documento_id uuid, p_por uuid|t|search_path=public|f|f|t
public|dp_preadmissao_ficha_oficial_registrar|p_preadmissao_id uuid, p_file_path text, p_file_name text, p_mime_type text, p_file_size bigint|t|search_path=public|f|f|t
public|dp_preadmissao_guard||t|search_path=public|f|f|t
public|dp_preadmissao_salvar_candidato|p_preadmissao_id uuid, p_estados text[], p_status_novo text, p_dados jsonb, p_campos jsonb, p_pessoas jsonb, p_versao_esperada integer|t|search_path=public|f|f|t
public|dp_preadmissao_transicionar|p_preadmissao_id uuid, p_de text[], p_para text, p_patch jsonb|t|search_path=public|f|f|t
public|dp_preadmissao_transicionar_versionado|p_preadmissao_id uuid, p_de text[], p_para text, p_patch jsonb, p_versao_esperada integer|t|search_path=public|f|f|t
public|dp_processar_troca|_troca_id uuid|t|search_path=public|f|f|t
public|dp_processar_troca_direta|_troca_id uuid|t|search_path=public|f|f|t
public|dp_purgar_colaborador|p_colaborador_id uuid, p_motivo text|t|search_path=public|f|t|t
public|dp_recontratar_colaborador|p_colaborador_id uuid, p_data_admissao date, p_regime text, p_forma_pagamento text, p_cargo_id uuid, p_unidade_id uuid, p_setor_id uuid, p_salario_base numeric, p_valor_hora numeric, p_matricula text, p_justificativa text|t|search_path=public|f|t|t
public|dp_refresh_document_pending|p_company_id uuid|t|search_path=public|f|f|t
public|dp_refresh_my_company_pending|p_company_id uuid|t|search_path=public, private, pg_temp|f|f|t
public|dp_regra_bloqueia_data|_company_id uuid, _unidade_id uuid, _data date|t|search_path=public|f|t|t
public|dp_reintegrar_colaborador|p_colaborador_id uuid|t|search_path=public|f|t|t
public|dp_restaurar_colaborador|p_colaborador_id uuid|t|search_path=public|f|t|t
public|dp_set_desligamento_ressalvas|p_colaborador_id uuid, p_observacao text, p_elegibilidade dp_elegibilidade_recontratacao|t|search_path=public|f|t|t
public|dp_setor_previsto|p_colaborador_id uuid, p_data date|t|search_path=public|f|t|t
public|dp_setor_previsto_id|p_colaborador_id uuid, p_data date|t|search_path=public|f|t|t
public|dp_setor_previsto_periodo|p_unidade_id uuid, p_inicio date, p_fim date|t|search_path=public|f|t|t
public|dp_setores_validar_unidade||t|search_path=public|f|f|t
public|dp_sindicato_conflitos|_cargo_id uuid, _unidade_id uuid, _tipo dp_sindicato_tipo, _sindicato_id uuid|t|search_path=public|f|t|t
public|dp_sindicato_vinculo_guard||t|search_path=public|f|f|t
public|dp_solicitacao_atestado_ocorrencias||t|search_path=public|f|f|t
public|dp_solicitacao_cancelar|p_id uuid|t|search_path=public|f|t|t
public|dp_solicitacao_criar|p_tipo dp_solicitacao_tipo, p_data_alvo date, p_data_fim date, p_motivo text, p_arquivo_path text|t|search_path=public|f|t|t
public|dp_solicitacao_criar_admin|p_colaborador uuid, p_tipo dp_solicitacao_tipo, p_data_alvo date, p_data_fim date, p_motivo text, p_arquivo_path text, p_aprovada boolean|t|search_path=public|f|t|t
public|dp_solicitacao_responder|p_id uuid, p_status dp_solicitacao_status, p_resposta text|t|search_path=public|f|t|t
public|dp_troca_cancelar_self|p_id uuid|t|search_path=public|f|t|t
public|dp_troca_propor|p_destino uuid, p_data_original date, p_data_proposta date, p_motivo text|t|search_path=public|f|t|t
public|dp_troca_responder_colega|p_id uuid, p_aceito boolean|t|search_path=public|f|t|t
public|dp_troca_responder_gestor|p_id uuid, p_aceito boolean, p_observacao text|t|search_path=public|f|t|t
public|dp_turno_colaboradores|p_turno_id uuid|t|search_path=public|f|t|t
public|dp_turnos_uso|p_company_id uuid|t|search_path=public|f|t|t
public|dp_validar_jornada_menor||t|search_path=public|f|f|t
public|dre_apply_default_mapping|_company_id uuid|t|search_path=public|f|t|t
public|dre_generate|_company_id uuid, _from date, _to date, _regime text|t|search_path=public|f|t|t
public|dre_publish_snapshot|_company_id uuid, _from date, _to date, _titulo text, _tipo_periodo text, _regime text, _observacoes text, _publicar boolean|t|search_path=public|f|t|t
public|dre_snapshot_lock_published||t|search_path=public|f|f|t
public|enqueue_open_finance_scheduled_syncs||t|search_path=public|f|f|t
public|enqueue_uncategorized_for_ai|p_limit integer, p_context text, p_company_id uuid|t|search_path=public, private, pgmq|f|t|t
public|ensure_auth_user_security_state||t|search_path=public|f|f|t
public|expire_transfer_candidates|_company_id uuid|t|search_path=public|f|f|t
public|expire_trials_and_exemptions||t|search_path=public|f|f|t
public|fail_recovery_reset|p_challenge_id uuid|t|search_path=public|f|f|t
public|finalize_recovery_reset|p_user_id uuid|t|search_path=public|f|f|t
public|fn_cadastrar_empresa_onboarding|p_nome_completo text, p_email_cliente text, p_telefone_cliente text, p_whatsapp_cliente text, p_cnpj text, p_razao_social text, p_nome_fantasia text, p_segmento_id uuid, p_cep text, p_logradouro text, p_numero text, p_complemento text, p_bairro text, p_cidade text, p_uf text, p_telefone_empresa text, p_whatsapp_empresa text, p_email_empresa text, p_modulos_slugs text[]|t|search_path=public|f|t|t
public|get_accessible_accounts|_context context_type, _company_id uuid, _include_inactive boolean|t|search_path=public|f|t|t
public|get_accessible_categories|_context context_type, _company_id uuid, _transaction_type transaction_type|t|search_path=public, private|f|t|t
public|get_accessible_payment_methods|_context context_type, _company_id uuid, _include_inactive boolean|t|search_path=public|f|t|t
public|get_ia_usage_today|_user_id uuid|t|search_path=public|f|t|t
public|get_my_access_contexts||t|search_path=public|f|t|t
public|get_password_change_required|_user_id uuid|t|search_path=public|f|t|t
public|get_user_plan_features|_user_id uuid|t|search_path=public|f|t|t
public|guard_company_modules_trial||t|search_path=public|f|f|t
public|guard_of_current_balance||t|search_path=public|f|f|t
public|guard_transaction_category_active||t|search_path=public|f|f|t
public|handle_new_user||t|search_path=public|f|f|t
public|handle_new_user_subscription||t|search_path=public|f|f|t
public|ignore_open_finance_account|_of_account_id uuid, _ignored boolean|t|search_path=public|f|f|t
public|ignore_open_finance_raw|_raw_ids uuid[]|t|search_path=public|f|f|t
public|increment_recovery_attempt|p_challenge_id uuid, p_max_attempts integer|t|search_path=public|f|f|t
public|increment_rule_hit|p_rule_id uuid|t|search_path=public|f|t|t
public|insert_audit_log|_action text, _entity_type text, _entity_id text, _details jsonb, _company_id uuid|t|search_path=public|f|t|t
public|is_company_admin_or_owner|_user_id uuid, _company_id uuid|t|search_path=public|f|t|t
public|is_dp_colaborador|_user_id uuid|t|search_path=public|f|t|t
public|is_password_change_required||t|search_path=public|f|t|t
public|learn_categorization_rule||t|search_path=public, private|f|f|t
public|link_open_finance_account|_of_account_id uuid, _local_account_id uuid, _auto_import boolean|t|search_path=public|f|f|t
public|my_pending_invites||t|search_path=public|f|t|t
public|open_finance_sync_health|_company_id uuid|t|search_path=public|f|f|t
public|pay_credit_card_invoice|_invoice_id uuid, _amount numeric, _payment_account_id uuid, _payment_date date, _notes text|t|search_path=public|f|t|t
public|plin_ia_accounts_balance|_context context_type, _company_id uuid|t|search_path=public|f|t|t
public|plin_ia_by_account|_context context_type, _company_id uuid, _from date, _to date, _type transaction_type|t|search_path=public|f|t|t
public|plin_ia_by_category|_context context_type, _company_id uuid, _from date, _to date, _type transaction_type|t|search_path=public|f|t|t
public|plin_ia_by_contact|_context context_type, _company_id uuid, _from date, _to date, _type transaction_type|t|search_path=public|f|t|t
public|plin_ia_cashflow|_context context_type, _company_id uuid, _months integer|t|search_path=public|f|t|t
public|plin_ia_overdue|_context context_type, _company_id uuid|t|search_path=public|f|t|t
public|plin_ia_search_transactions|_context context_type, _company_id uuid, _from date, _to date, _type transaction_type, _status transaction_status, _account_id uuid, _category_id uuid, _contact_id uuid, _min numeric, _max numeric, _query text, _limit integer|t|search_path=public|f|t|t
public|plin_ia_summary|_context context_type, _company_id uuid, _from date, _to date|t|search_path=public|f|t|t
public|plin_ia_upcoming|_context context_type, _company_id uuid, _days integer|t|search_path=public|f|t|t
public|pluggy_accounts_guard_card_company||t|search_path=public|f|f|t
public|pluggy_cancel_connect_requests|_company_id uuid, _request_id uuid|t|search_path=public, private|f|t|t
public|pluggy_clear_pending_staging|_company_id uuid, _connection_id uuid|t|search_path=public, private|f|t|t
public|pluggy_clear_pending_staging|_company_id uuid, _ids uuid[]|t|search_path=public, private|t|t|t
public|pluggy_clear_staging_suggestions|_company_id uuid, _ids uuid[]|t|search_path=public, private|f|t|t
public|pluggy_confirm_staging|p_staging_ids uuid[], p_account_id uuid, p_category_id uuid, p_payment_method_id uuid, p_contact_id uuid|t|search_path=public|f|t|t
public|pluggy_confirm_staging_card|p_staging_ids uuid[], p_credit_card_id uuid, p_category_id uuid, p_payment_method_id uuid, p_contact_id uuid|t|search_path=public|f|t|t
public|pluggy_confirm_staging_split|p_staging_id uuid, p_account_id uuid, p_splits jsonb|t|search_path=public|f|t|t
public|pluggy_confirm_staging_transfer|p_staging_ids uuid[], p_account_id uuid, p_counterpart_account_id uuid|t|search_path=public|f|t|t
public|pluggy_confirm_staging_transfer|p_staging_ids uuid[], p_origin_account_id uuid, p_destination_account_id uuid, p_category_id uuid, p_payment_method_id uuid, p_contact_id uuid|t|search_path=public|f|t|t
public|pluggy_ignore_staging|p_staging_ids uuid[]|t|search_path=public|f|t|t
public|pluggy_inherit_staging|_company_id uuid, _target_pluggy_account_id text|t|search_path=public|f|f|t
public|pluggy_mark_duplicate_staging|p_staging_ids uuid[]|t|search_path=public|f|f|t
public|pluggy_register_origin_change|_transaction_id uuid, _staging_id uuid, _incoming jsonb|t|search_path=public|f|f|t
public|pluggy_remote_delete_claim|_batch integer, _lease_seconds integer|t|search_path=public|f|f|t
public|pluggy_remote_delete_finalize_failure|_id uuid, _error text, _max_attempts integer|t|search_path=public|f|f|t
public|pluggy_review_credit_account|_account_id uuid, _status text, _credit_card_id uuid, _name text|t|search_path=public, private|f|t|t
public|pluggy_set_staging_counterparties|_company_id uuid, _items jsonb|t|search_path=public, private|f|t|t
public|pluggy_set_staging_description|_company_id uuid, _id uuid, _description text|t|search_path=public, private|f|t|t
public|pluggy_sync_pause_on_account_toggle||t|search_path=public|f|f|t
public|pluggy_user_can_edit|_user_id uuid, _company_id uuid|t|search_path=public, private|f|f|t
public|pluggy_user_can_manage_accounts|_user_id uuid, _company_id uuid|t|search_path=public, private|f|f|t
public|pluggy_v2_webhook_finalize_failure|p_event_id uuid, p_worker_id text, p_error text|t|search_path=public|f|f|t
public|pluggy_v2_webhook_finalize_success|p_event_id uuid, p_worker_id text|t|search_path=public|f|f|t
public|pluggy_webhook_claim|_worker text, _batch integer, _lease_seconds integer|t|search_path=public|f|f|t
public|pluggy_webhook_finalize_failure|_event_id uuid, _worker text, _error text, _error_code text, _fatal boolean|t|search_path=public|f|f|t
public|pluggy_webhook_finalize_success|_event_id uuid, _worker text|t|search_path=public|f|f|t
public|pluggy_webhook_requeue|_event_id uuid|t|search_path=public|f|f|t
public|prevent_company_id_transfer||t|search_path=public|f|f|t
public|prevent_company_ownership_transfer||t|search_path=public|f|f|t
public|prevent_hard_delete_account_with_history||t|search_path=public|f|f|t
public|preview_default_categories|_company_id uuid|t|search_path=public|f|t|t
public|promote_open_finance_transactions|_connection_id uuid, _max_rows integer|t|search_path=public|f|f|t
public|promote_to_transfer|_outbound_tx_id uuid, _inbound_tx_id uuid, _destination_account_id uuid|t|search_path=public|f|f|t
public|purge_open_finance_link|_account_id uuid, _card_id uuid|t|search_path=public|f|f|t
public|read_ai_categorization_queue|p_batch integer, p_vt integer|t|search_path=public, pgmq|f|f|t
public|recalc_credit_card_invoice_totals|_invoice_id uuid|t|search_path=public|f|f|t
public|recompute_account_balance|_account_id uuid|t|search_path=public|f|f|t
public|recompute_all_account_balances||t|search_path=public|f|t|t
public|record_login_attempt|_identifier_hash text, _ip text, _success boolean|t|search_path=public|f|f|t
public|release_open_finance_sync|_run_id uuid, _status text, _stats jsonb, _error text|t|search_path=public|f|f|t
public|release_open_finance_sync|_connection_id uuid, _token uuid|t|search_path=public|f|f|t
public|report_balance_drift||t|search_path=public|f|f|t
public|resolve_balance_drift|_snapshot_id uuid, _note text|t|search_path=public|f|t|t
public|resolve_cpf_login|_cpf text|t|search_path=public|f|f|t
public|resolve_login_identifier|_identifier text|t|search_path=public|f|f|t
public|resolve_transaction_origin_change|_change_id uuid, _accept boolean, _note text|t|search_path=public|f|f|t
public|revert_chart_account_suggestion_batch|_batch_id uuid|t|search_path=public|f|t|t
public|run_balance_drift_scan||t|search_path=public|f|t|t
public|seed_default_account_on_company||t|search_path=public|f|f|t
public|seed_default_categories|_company_id uuid|t|search_path=public|f|t|t
public|seed_default_categories_on_company||t|search_path=public|f|f|t
public|seed_default_contacts|_user_id uuid, _company_id uuid|t|search_path=public|f|t|t
public|seed_default_contacts_on_company||t|search_path=public|f|f|t
public|seed_default_payment_methods|_user_id uuid, _company_id uuid|t|search_path=public|f|t|t
public|seed_default_payment_methods_on_company||t|search_path=public|f|f|t
public|soft_delete_account|_account_id uuid|t|search_path=public|f|f|t
public|sou_dp_colaborador||t|search_path=public|f|t|t
public|start_module_trial|p_company_id uuid, p_module app_module|t|search_path=public|f|t|t
public|sync_account_balance_on_tx||t|search_path=public|f|f|t
public|sync_dp_colaborador_role||t|search_path=public|f|f|t
public|sync_of_account_balance|_account_id uuid, _new_balance numeric|t|search_path=public|f|f|t
public|system_health_snapshot||t|search_path=public, pg_catalog|f|t|t
public|tg_transactions_assign_cc_invoice||t|search_path=public|f|f|t
public|update_updated_at_column||t|search_path=public|f|f|t
public|validate_transaction_destination_account||t|search_path=public|f|f|t
public|validate_transaction_payment_method||t|search_path=public|f|f|t
public|webhook_discard_admin|_provider text, _event_id uuid, _reason text|t|search_path=public|f|t|t
public|webhook_discard_by_code_admin|_provider text, _error_code text, _reason text|t|search_path=public|f|t|t
public|webhook_requeue_admin|_provider text, _event_id uuid|t|search_path=public|f|t|t
qa|_e2e_cleanup_adjust_balance|_account_name text, _user_id uuid|t|search_path=public|f|f|t
qa|_e2e_cleanup_delete_accounts|_names text[], _user_id uuid|t|search_path=public|f|f|t
qa|_e2e_cleanup_foreign_accounts|_empty_name text, _history_name text|t|search_path=public|f|f|t
qa|_e2e_seed_adjust_balance|_account_name text, _user_id uuid|t|search_path=public|f|f|t
qa|_e2e_seed_delete_accounts|_empty_name text, _history_name text, _user_id uuid|t|search_path=public|f|f|t
qa|_e2e_seed_foreign_accounts|_empty_name text, _history_name text, _user_id uuid|t|search_path=public|f|f|t
qa|_test_balance_engine||t|search_path=public|f|f|t
qa|_test_delete_account_authz||t|search_path=public|f|f|t
qa|_test_delete_account_hard_regression|_user_id uuid|t|search_path=public|f|f|t
private|dp_bulk_assert_service||f|search_path=public|f|t|t
private|dp_documento_comprovante_guard||f|search_path=public, private, pg_temp|f|f|t
private|normalize_description|_raw text|f|search_path=public, pg_catalog|f|t|t
private|resolve_cycle_date|_year integer, _month integer, _day smallint|f|search_path=public|f|t|t
public|app_error_report_audit||f|search_path=public|t|t|t
public|app_error_report_update_status|_report_id uuid, _status text, _internal_note text|f|search_path=public|f|t|t
public|categories_protect_template_code||f|search_path=public|t|t|t
public|categories_require_subtype||f|search_path=public|t|t|t
public|categories_uppercase_root_name||f|search_path=public|t|t|t
public|category_templates_validate_chart_account||f|search_path=public|t|t|t
public|chart_accounts_default_nodes||f|search_path=public|t|t|t
public|contact_document_key|_document text|f|search_path=public|t|t|t
public|dp_adicionar_dias_uteis|_base timestamp with time zone, _dias integer, _timezone text|f|search_path=public|t|t|t
public|dp_calc_carga_dia|_entrada time without time zone, _saida time without time zone, _intervalo_minutos integer, _vira_dia boolean|f|search_path=public|t|t|t
public|dp_colab_valida_domingos_folga||f|search_path=public|t|t|t
public|dp_config_dp_valida_sinalizacao_ferias||f|search_path=public|t|t|t
public|dp_config_dp_validar_modo_domingo||f|search_path=public|t|t|t
public|dp_conv_dest_touch||f|search_path=public|t|t|t
public|dp_conv_ocor_valida_alvo|_modalidade text, _colaborador_alvo_id uuid, _vagas integer|f|search_path=public|f|f|t
public|dp_convocacao_config_resolvida|_company_id uuid, _unidade_id uuid|f|search_path=public|f|t|t
public|dp_convocacao_estado_encerramento|p_prazo_resposta timestamp with time zone, p_inicio_previsto timestamp with time zone, p_agora timestamp with time zone|f|search_path=public|f|f|t
public|dp_cpf_valido|p text|f|search_path=public|t|t|t
public|dp_data_iso_valida|p text|f|search_path=public|t|t|t
public|dp_documento_aceita_comprovante|_tipo dp_documento_tipo|f|search_path=public|t|t|t
public|dp_e_dia_util|_data date|f|search_path=public|t|t|t
public|dp_ferias_dias_direito|_faltas integer|f|search_path=public|t|t|t
public|dp_ficha_aplicar|p_item_id uuid, p_dados jsonb, p_dados_extraidos jsonb, p_campos text[], p_atualizar_existente boolean, p_cargo_id uuid, p_unidade_id uuid, p_setor_id uuid, p_turno_id uuid, p_regime text, p_forma_pagamento text, p_possui_folha_ponto boolean, p_optante_adiantamento boolean, p_jornada jsonb|f|search_path=public|f|t|t
public|dp_ficha_ignorar|p_item_id uuid|f|search_path=public|f|t|t
public|dp_jornada_horario_validate||f|search_path=public|t|t|t
public|dp_jornada_sync_carga||f|search_path=public|t|t|t
public|dp_minutos_do_horario|_t time without time zone|f|search_path=public|t|t|t
public|dp_nome_normalizado|p_nome text|f|search_path=public|t|t|t
public|dp_pascoa|_ano integer|f|search_path=public|t|t|t
public|dp_perfil_papel_proposto|_perfil dp_perfil_acesso|f|search_path=public|t|t|t
public|dp_pessoas_avulsas_guard||f|search_path=public|t|t|t
public|dp_regime_convocavel|_regime dp_regime_trabalho|f|search_path=public|f|t|t
public|dp_regime_formalizado|p_regime dp_regime_trabalho|f|search_path=public|f|f|t
public|dp_set_updated_at||f|search_path=public|t|t|t
public|dp_socio_remuneracao_guard||f|search_path=public|t|t|t
public|dp_timezone_resolvido|_company_id uuid, _unidade_id uuid|f|search_path=public|f|f|t
public|dp_txt_norm|p text|f|search_path=public|t|t|t
public|dp_upper_nome||f|search_path=public|t|t|t
public|dp_upper_nomes_colaborador||f|search_path=public|t|t|t
public|dp_valida_timezone||f|search_path=public|f|f|t
public|dp_validar_solicitacao_folga||f|search_path=public|t|t|t
public|enforce_monthly_due_date_alignment||f|search_path=public|t|t|t
public|enforce_weekly_due_date_alignment||f|search_path=public|t|t|t
public|fidelidade360_is_free_month|_cycle_month integer, _paid_months integer|f|search_path=public|t|t|t
public|fidelidade360_next_free_month|_cycle_month integer|f|search_path=public|t|t|t
public|get_balance_before|_user_id uuid, _context context_type, _company_id uuid, _before_date date|f|search_path=public|f|t|t
public|gin_extract_query_trgm|text, internal, smallint, internal, internal, internal, internal|f|NO_SEARCH_PATH|t|t|t
public|gin_extract_value_trgm|text, internal|f|NO_SEARCH_PATH|t|t|t
public|gin_trgm_consistent|internal, smallint, text, integer, internal, internal, internal, internal|f|NO_SEARCH_PATH|t|t|t
public|gin_trgm_triconsistent|internal, smallint, text, integer, internal, internal, internal|f|NO_SEARCH_PATH|t|t|t
public|gtrgm_compress|internal|f|NO_SEARCH_PATH|t|t|t
public|gtrgm_consistent|internal, text, smallint, oid, internal|f|NO_SEARCH_PATH|t|t|t
public|gtrgm_decompress|internal|f|NO_SEARCH_PATH|t|t|t
public|gtrgm_distance|internal, text, smallint, oid, internal|f|NO_SEARCH_PATH|t|t|t
public|gtrgm_in|cstring|f|NO_SEARCH_PATH|t|t|t
public|gtrgm_options|internal|f|NO_SEARCH_PATH|t|t|t
public|gtrgm_out|gtrgm|f|NO_SEARCH_PATH|t|t|t
public|gtrgm_penalty|internal, internal, internal|f|NO_SEARCH_PATH|t|t|t
public|gtrgm_picksplit|internal, internal|f|NO_SEARCH_PATH|t|t|t
public|gtrgm_same|gtrgm, gtrgm, internal|f|NO_SEARCH_PATH|t|t|t
public|gtrgm_union|internal, internal|f|NO_SEARCH_PATH|t|t|t
public|guard_confirmed_open_finance_tx||f|search_path=public|t|t|t
public|has_role|_user_id uuid, _role app_role|f|search_path=public|f|t|t
public|is_super_admin|_user_id uuid|f|search_path=public|f|t|t
public|prevent_bulk_payment_change||f|search_path=public|t|t|t
public|set_limit|real|f|NO_SEARCH_PATH|t|t|t
public|show_limit||f|NO_SEARCH_PATH|t|t|t
public|show_trgm|text|f|NO_SEARCH_PATH|t|t|t
public|similarity|text, text|f|NO_SEARCH_PATH|t|t|t
public|similarity_dist|text, text|f|NO_SEARCH_PATH|t|t|t
public|similarity_op|text, text|f|NO_SEARCH_PATH|t|t|t
public|strict_word_similarity|text, text|f|NO_SEARCH_PATH|t|t|t
public|strict_word_similarity_commutator_op|text, text|f|NO_SEARCH_PATH|t|t|t
public|strict_word_similarity_dist_commutator_op|text, text|f|NO_SEARCH_PATH|t|t|t
public|strict_word_similarity_dist_op|text, text|f|NO_SEARCH_PATH|t|t|t
public|strict_word_similarity_op|text, text|f|NO_SEARCH_PATH|t|t|t
public|transaction_origin_changes_touch||f|search_path=public|t|t|t
public|unaccent|text|f|NO_SEARCH_PATH|t|t|t
public|unaccent|regdictionary, text|f|NO_SEARCH_PATH|t|t|t
public|unaccent_init|internal|f|NO_SEARCH_PATH|t|t|t
public|unaccent_lexize|internal, internal, internal, internal|f|NO_SEARCH_PATH|t|t|t
public|update_company_modules_updated_at||f|search_path=public|t|t|t
public|validate_installment_transaction||f|search_path=public|t|t|t
public|word_similarity|text, text|f|NO_SEARCH_PATH|t|t|t
public|word_similarity_commutator_op|text, text|f|NO_SEARCH_PATH|t|t|t
public|word_similarity_dist_commutator_op|text, text|f|NO_SEARCH_PATH|t|t|t
public|word_similarity_dist_op|text, text|f|NO_SEARCH_PATH|t|t|t
public|word_similarity_op|text, text|f|NO_SEARCH_PATH|t|t|t
qa|_assert_test_helper_allowed||f|search_path=public|f|f|t
(558 rows)
